学校,专业,最低分,平均分,最高分,招生年份,科类,批次,最低位次,省控线,专业类别
四川大学,材料类（工科试验班，新能源与纳米材料包含专业：新能源材料与器件、材料科学与工程专业备注：交叉创新班专业备注：交叉创新班）,632,635,643,2023,理科,本科一批,9205,520,材料类
四川大学,工科试验班（工科试验班，食品健康与安全包含专业：生物工程轻工生物方向、食品科学与工程）,631,633,641,2023,理科,本科一批,9518,520,--
四川大学,口腔医学（八年制）（认同并执行四川省少数民族加分项目和分值）,683,-,-,2024,理科,本科一批,446,539,口腔医学类
四川大学,口腔医学（五年制）（5+3一体化）（认同并执行四川省少数民族加分项目和分值）,665,-,-,2024,理科,本科一批,2046,539,口腔医学类
四川大学,口腔医学（五年制）（认同并执行四川省少数民族加分项目和分值）,653,-,-,2024,理科,本科一批,4072,539,口腔医学类
四川大学,数学类（含双学士学位）（包含专业:数学与应用数学、信息与计算科学、统计学、数学与应用数学（数学经济学双学士学位）、数学与应用数学（数学与智能科技双学士学位））（认同并执行四川省少数民族加分项目和分值）,650,-,-,2024,理科,本科一批,4759,539,数学类
四川大学,网络空间安全（含双学士学位）（认同并执行四川省少数民族加分项目和分值）,649,-,-,2024,理科,本科一批,4988,539,计算机类
四川大学,计算机类（含双学士学位）（包含专业:计算机科学与技术、人工智能、计算机科学与技术（计算与金融双学士学位）、软件工程）（认同并执行四川省少数民族加分项目和分值）,648,-,-,2024,理科,本科一批,5211,539,计算机类
四川大学,航空航天类（包含专业:航空航天工程、飞行器控制与信息工程）（认同并执行四川省少数民族加分项目和分值）,647,-,-,2024,理科,本科一批,5444,539,航空航天类
四川大学,电子信息类（包含专业:电子信息工程、光电信息科学与工程、通信工程）（认同并执行四川省少数民族加分项目和分值）,647,-,-,2024,理科,本科一批,5444,539,电子信息类
四川大学,物理学类（包含专业:物理学、微电子科学与工程、核工程与核技术）（认同并执行四川省少数民族加分项目和分值）,647,-,-,2024,理科,本科一批,5444,539,物理学类
四川大学,生物医学工程类（包含专业：生物医学工程、医学信息工程）（认同并执行四川省少数民族加分项目和分值）,646,-,-,2024,理科,本科一批,5705,539,生物医学工程类
四川大学,药学类（包含专业：药学、临床药学）（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,药学类
四川大学,公共卫生与预防医学类（包含专业：预防医学、食品卫生与营养学、卫生检验与检疫）（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,公共卫生与预防医学类
四川大学,医学技术类（含双学士学位）（包含专业：医学检验技术（含双学士学位）、康复治疗学（含双学士学位）、医学影像技术（含双学士学位）、眼视光学（含双学士学位）、口腔医学技术（含双学士学位））（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,医学技术类
四川大学,医学试验班（医学基础与法医学）（包含专业：基础医学、法医学）（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,--
四川大学,生物科学类（含双学士学位）（包含专业:生物科学、生态学、生物科学（计算生物学双学士学位））（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,生物科学类
四川大学,化学类（包含专业：化学、应用化学）（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,化学类
四川大学,金融学类（包含专业：金融学、金融工程）（认同并执行四川省少数民族加分项目和分值）,645,-,-,2024,理科,本科一批,5976,539,金融学类
四川大学,电气类（包含专业:电气工程及其自动化、自动化）（认同并执行四川省少数民族加分项目和分值）,643,-,-,2024,理科,本科一批,6530,539,电气类
四川大学,工科试验班（智能制造）（包含专业:机械设计制造及其自动化、测控技术与仪器、材料成型及控制工程）（认同并执行四川省少数民族加分项目和分值）,640,-,-,2024,理科,本科一批,7412,539,--
四川大学,高分子材料与工程（认同并执行四川省少数民族加分项目和分值）,638,-,-,2024,理科,本科一批,7997,539,材料类
四川大学,材料类（新能源与纳米材料）（包含专业：材料科学与工程、新能源材料与器件）（认同并执行四川省少数民族加分项目和分值）,637,-,-,2024,理科,本科一批,8317,539,材料类
四川大学,工科试验班（先进低碳材料与食品健康）（包含专业:轻化工程、食品科学与工程、生物工程（轻工生物方向））（认同并执行四川省少数民族加分项目和分值）,634,-,-,2024,理科,本科一批,9316,539,--
四川大学,工科试验班（先进化工与高端装备类）（包含专业:化学工程与工艺、制药工程、生物工程、化学工程与工艺（互联化工交叉试验班）、过程装备与控制工程）（认同并执行四川省少数民族加分项目和分值）,634,-,-,2024,理科,本科一批,9316,539,--
四川大学,工科试验班（绿色能源与智慧建造）（包含专业：水利科学与工程、城市地下空间工程、能源与动力工程）（认同并执行四川省少数民族加分项目和分值）,634,-,-,2024,理科,本科一批,9316,539,--
四川大学,工科试验班（绿色城市与智慧建造）（包含专业:环境工程、土木工程、工程力学）（认同并执行四川省少数民族加分项目和分值）,634,-,-,2024,理科,本科一批,9316,539,--
四川大学,计算机科学与技术（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后只允许在匹兹堡学院内申请转专业）,629,-,-,2024,理科,本科一批,11205,539,计算机类
四川大学,电子信息工程（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后只允许在匹兹堡学院内申请转专业）,628,-,-,2024,理科,本科一批,11590,539,电子信息类
四川大学,机械设计制造及其自动化（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后只允许在匹兹堡学院内申请转专业）,625,-,-,2024,理科,本科一批,12825,539,机械类
四川大学,材料科学与工程（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后只允许在匹兹堡学院内申请转专业）,623,-,-,2024,理科,本科一批,13702,539,材料类
四川大学,工业工程（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后只允许在匹兹堡学院内申请转专业）,622,-,-,2024,理科,本科一批,14164,539,工业工程类
四川大学,电气工程及其自动化（中外合作办学）（认同并执行四川省少数民族加分项目和分值）（入校后不能转专业）,622,-,-,2024,理科,本科一批,14164,539,电气类
四川大学,护理学（含双学士学位）（认同并执行四川省少数民族加分项目和分值）（入校后不能转专业）,603,-,-,2024,理科,本科一批,24323,539,护理学类
四川大学,广播电视编导（认同并执行四川省少数民族加分项目和分值）（广播电视编导属于艺术类专业，进校后不能转入非艺术类专业）,593,-,-,2024,理科,本科一批,31002,539,戏剧与影视学类
电子科技大学,计算机类（包含专业:计算机科学与技术、数据科学与大数据技术、网络空间安全、数字媒体技术）,666,669,676,2020,理科,本科一批,1985,529,计算机类
电子科技大学,人工智能,663,665,671,2020,理科,本科一批,2460,529,电子信息类
电子科技大学,电子信息类（信息与通信）（包含专业:网络工程、物联网工程、电子信息工程、通信工程、信息对抗技术）,662,665,672,2020,理科,本科一批,2613,529,电子信息类
电子科技大学,自动化（智能制造实验班）,661,661,661,2020,理科,本科一批,2783,529,自动化类
电子科技大学,电子信息类（电子信息与物理科学复合培养）（包含专业:电子信息科学与技术、应用物理学）,660,662,668,2020,理科,本科一批,2945,529,电子信息类
电子科技大学,工科试验班（智能制造、机器人、电气信息）（包含专业:智能电网信息工程、机器人工程、机械设计制造及其自动化、电气工程及其自动化、工业工程）,660,661,665,2020,理科,本科一批,2945,529,--
电子科技大学,航空航天类（飞行器控制信息、空天智能设计制造、无人机）（包含专业:航空航天工程、无人驾驶航空器系统工程、探测制导与控制技术、飞行器控制与信息工程）,660,661,662,2020,理科,本科一批,2945,529,航空航天类
电子科技大学,数学类（数据科学与计算、数学及应用、计算科学）（包含专业:数学与应用数学、数据科学与大数据技术、信息与计算科学）,660,661,663,2020,理科,本科一批,2945,529,数学类
电子科技大学,工科试验班（电子工程类）（包含专业:电子科学与技术、微电子科学与工程、电磁场与无线技术、电波传播与天线）,660,663,676,2020,理科,本科一批,2945,529,--
电子科技大学,工科试验班（智能仪器、智能控制）（包含专业:自动化、测控技术与仪器）,659,659,660,2020,理科,本科一批,3119,529,--
电子科技大学,电子信息类（光通信与显示、智能感知、智慧照明）（包含专业:光电信息科学与工程、信息工程、光源与照明）,659,661,666,2020,理科,本科一批,3119,529,电子信息类
电子科技大学,软件工程（互联网交叉培养实验班）（沙河校区）,654,656,661,2020,理科,本科一批,4111,529,计算机类
电子科技大学,集成电路设计与集成系统（国家示范性微电子学院）（电子科技大学）（沙河校区）,652,654,659,2020,理科,本科一批,4527,529,电子信息类
电子科技大学,软件工程（国家示范性软件学院）（沙河校区）,646,649,654,2020,理科,本科一批,6058,529,计算机类
电子科技大学,电子信息类（中外合作办学）（电子信息）（包含专业:电子信息工程）（沙河校区）,634,640,657,2020,理科,本科一批,9929,529,电子信息类
电子科技大学,电子信息类（中外合作办学）（通信、微电子）（包含专业:通信工程、微电子科学与工程）（沙河校区）,631,636,655,2020,理科,本科一批,10990,529,电子信息类
电子科技大学,计算机科学与技术（珠峰计划计算机拔尖人才实验班）,674,676,678,2021,理科,本科一批,863,521,计算机类
电子科技大学,电子信息类（成电英才计划拔尖创新人才实验班）（包含专业：通信工程、电子信息工程、电子科学与技术、微电子科学与工程、机械设计制造及其自动化、光电信息科学与工程、自动化、计算机科学与技术、人工智能、航空航天工程、数据科学与大数据技术、电子信息科学与技术）,672,674,679,2021,理科,本科一批,993,521,电子信息类
电子科技大学,计算机科学与技术（智能金融与区块链金融双A联合学位实验班）,668,670,672,2021,理科,本科一批,1303,521,计算机类
电子科技大学,计算机科学与技术（互联网交叉复合型精英人才双学位培养计划）,667,668,669,2021,理科,本科一批,1379,521,计算机类
电子科技大学,物联网工程（互联网交叉复合型精英人才双学位培养计划）,665,667,668,2021,理科,本科一批,1550,521,计算机类
电子科技大学,计算机类（包含专业：计算机科学与技术、人工智能、数据科学与大数据技术、网络空间安全、数字媒体技术）,664,665,669,2021,理科,本科一批,1650,521,计算机类
电子科技大学,数据科学与大数据技术（互联网交叉复合型精英人才双学位培养计划）,661,662,663,2021,理科,本科一批,1982,521,计算机类
电子科技大学,电子信息类（信息与通信）（包含专业：通信工程、电子信息工程、网络工程、物联网工程、信息对抗技术）,660,663,671,2021,理科,本科一批,2117,521,电子信息类
电子科技大学,工科试验班（电子工程类）（包含专业：电子科学与技术、微电子科学与工程、电磁场与无线技术、电波传播与天线）,657,660,671,2021,理科,本科一批,2455,521,--
电子科技大学,金融学（互联网交叉复合型精英人才双学位培养计划）,656,657,658,2021,理科,本科一批,2600,521,金融学类
电子科技大学,工科试验班（机器人、电气信息、智能制造）（包含专业：机器人工程、电气工程及其自动化、机械设计制造及其自动化、智能电网信息工程、工业工程）,655,657,664,2021,理科,本科一批,2730,521,--
电子科技大学,电子信息类（电子信息与物理科学复合培养）（包含专业：电子信息科学与技术、应用物理学）,655,658,663,2021,理科,本科一批,2730,521,电子信息类
电子科技大学,电子信息类（光电集成与光网络）（包含专业：光电信息科学与工程、信息工程、光源与照明）,655,657,660,2021,理科,本科一批,2730,521,电子信息类
电子科技大学,数学类（数据科学与计算、数学及应用、计算科学）（包含专业：数学与应用数学、信息与计算科学、数据科学与大数据技术）,654,657,660,2021,理科,本科一批,2878,521,数学类
电子科技大学,航空航天类（飞行器控制信息、空天智能设计制造、无人机）（包含专业：航空航天工程、无人驾驶航空器系统工程、探测制导与控制技术、飞行器控制与信息工程）,654,654,656,2021,理科,本科一批,2878,521,航空航天类
电子科技大学,智能电网信息工程（互联网交叉复合型精英人才双学位培养计划）,654,656,661,2021,理科,本科一批,2878,521,电气类
电子科技大学,信息管理与信息系统,654,654,655,2021,理科,本科一批,2878,521,管理科学与工程类
电子科技大学,生物医学工程类（包含专业：生物医学工程、生物技术）,652,653,655,2021,理科,本科一批,3189,521,生物医学工程类
电子科技大学,工科试验班（新材料、新能源与电子化学）（包含专业：材料科学与工程、新能源材料与器件、应用化学）,652,653,653,2021,理科,本科一批,3189,521,--
电子科技大学,工科试验班（智能仪器、智能控制）（包含专业：自动化、测控技术与仪器）,652,654,659,2021,理科,本科一批,3189,521,--
电子科技大学,工科试验班（电子信息与地球科学复合培养）（包含专业：空间信息与数字技术、地球信息科学与技术）,652,653,654,2021,理科,本科一批,3189,521,--
电子科技大学,经济管理试验班（管理与电子工程双学位培养）（包含专业：金融学、工商管理、电子商务、电子信息工程）,652,653,661,2021,理科,本科一批,3189,521,--
电子科技大学,新能源材料与器件（互联网交叉复合型精英人才双学位培养计划）,652,656,662,2021,理科,本科一批,3189,521,材料类
电子科技大学,软件工程（沙河校区）（互联网交叉培养实验班）,648,651,657,2021,理科,本科一批,3852,521,计算机类
电子科技大学,集成电路设计与集成系统（沙河校区）（国家示范性微电子学院）,645,649,659,2021,理科,本科一批,4411,521,电子信息类
电子科技大学,软件工程（沙河校区）（国家示范性软件学院）,639,642,654,2021,理科,本科一批,5700,521,计算机类
电子科技大学,电子信息类（沙河校区）（中外合作办学）（电子信息）（包含专业：电子信息工程）（清水河校区就读）,627,633,651,2021,理科,本科一批,9103,521,电子信息类
电子科技大学,电子信息类（沙河校区）（中外合作办学）（通信、微电子）（包含专业：通信工程、微电子科学与工程）（清水河校区就读）,623,627,643,2021,理科,本科一批,10430,521,电子信息类
电子科技大学,临床医学（沙河校区）（医学类）（清水河校区就读）,566,586,612,2021,理科,本科一批,42545,521,临床医学类
电子科技大学,护理学（沙河校区）（医学类）（清水河校区就读）,564,565,566,2021,理科,本科一批,44135,521,护理学类
电子科技大学,"计算机科学与技术（国家珠峰计划拔尖人才实验班）（清水河校区,专业备注：本硕贯通培养，首批“国家计算机科学拔尖学生培养计划2.0基地”）",673,676,685,2022,理科,本科一批,660,515,计算机类
电子科技大学,电子信息类（成电英才计划拔尖创新人才实验班）（包含电子科技大学0055招生代码下的所有理工类专业）（清水河校区）,669,672,678,2022,理科,本科一批,904,515,电子信息类
电子科技大学,"计算机科学与技术（智能金融与区块链金融双A联合学位实验班）（清水河校区,专业备注：本硕贯通培养，该专业为我校与西南财经大学“计算机科学与技术+金融学”联合学士学位项目，毕业时达到相关要求后授予工学学士学位和“工学经济学”联合学士学位）",668,672,686,2022,理科,本科一批,981,515,计算机类
电子科技大学,计算机科学与技术（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,667,668,668,2022,理科,本科一批,1075,515,计算机类
电子科技大学,计算机类（包含专业：计算机科学与技术、人工智能、数据科学与大数据技术、网络空间安全、数字媒体技术）（清水河校区）,663,665,668,2022,理科,本科一批,1428,515,计算机类
电子科技大学,物联网工程（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,662,665,666,2022,理科,本科一批,1535,515,计算机类
电子科技大学,数据科学与大数据技术（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,661,662,663,2022,理科,本科一批,1638,515,计算机类
电子科技大学,电子信息类（信息与通信）（包含专业：通信工程、电子信息工程、网络工程、物联网工程、信息对抗技术）（清水河校区）,659,661,665,2022,理科,本科一批,1847,515,电子信息类
电子科技大学,工科试验班（电子工程类）（包含专业：电子科学与技术、微电子科学与工程、电磁场与无线技术、电波传播与天线）（清水河校区）,656,659,668,2022,理科,本科一批,2177,515,--
电子科技大学,金融学（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,655,657,662,2022,理科,本科一批,2306,515,金融学类
电子科技大学,电子信息类（光电集成与光网络）（包含专业：光电信息科学与工程、信息工程、光源与照明）（清水河校区）,655,656,658,2022,理科,本科一批,2306,515,电子信息类
电子科技大学,电子信息类（电子信息与物理科学复合培养）（包含专业：电子信息科学与技术、应用物理学）（清水河校区）,654,656,660,2022,理科,本科一批,2422,515,电子信息类
电子科技大学,工科试验班（机器人、电气信息、智能制造）（包含专业：机器人工程、电气工程及其自动化、机械设计制造及其自动化、智能电网信息工程、工业工程）（清水河校区）,653,655,660,2022,理科,本科一批,2551,515,--
电子科技大学,智能电网信息工程（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,652,653,654,2022,理科,本科一批,2693,515,电气类
电子科技大学,数学类（数据科学与计算、数学及应用、计算科学）（包含专业：数据科学与大数据技术、数学与应用数学、信息与计算科学）（清水河校区）,652,654,655,2022,理科,本科一批,2693,515,数学类
电子科技大学,航空航天类（飞行器控制信息、空天智能设计制造、无人机）（包含专业：航空航天工程、无人驾驶航空器系统工程、飞行器控制与信息工程、探测制导与控制技术）（清水河校区）,651,653,657,2022,理科,本科一批,2832,515,航空航天类
电子科技大学,信息管理与信息系统（清水河校区）,651,652,653,2022,理科,本科一批,2832,515,管理科学与工程类
电子科技大学,新能源材料与器件（互联网交叉复合型精英人才双学位培养计划）（清水河校区）,650,652,658,2022,理科,本科一批,2978,515,材料类
电子科技大学,工科试验班（智能仪器、智能控制）（包含专业：自动化、测控技术与仪器）（清水河校区）,647,651,654,2022,理科,本科一批,3426,515,--
电子科技大学,集成电路设计与集成系统（国家示范性微电子学院）（清水河校区）,646,649,660,2022,理科,本科一批,3598,515,电子信息类
电子科技大学,经济管理试验班（管理与电子工程双学位培养）（包含专业：电子信息工程、金融学、工商管理、电子商务）（清水河校区）,646,651,654,2022,理科,本科一批,3598,515,--
电子科技大学,生物医学工程类（包含专业：生物医学工程、生物技术）（清水河校区）,646,649,664,2022,理科,本科一批,3598,515,生物医学工程类
电子科技大学,工科试验班（新材料、新能源与电子化学）（包含专业：材料科学与工程、新能源材料与器件、应用化学）（清水河校区）,646,648,654,2022,理科,本科一批,3598,515,--
电子科技大学,工科试验班（电子信息与地球科学复合培养）（包含专业：遥感科学与技术、地球信息科学与技术）（清水河校区）,646,649,651,2022,理科,本科一批,3598,515,--
电子科技大学,软件工程（互联网交叉培养实验班）（沙河校区）,645,648,655,2022,理科,本科一批,3777,515,计算机类
电子科技大学,软件工程（国家示范性软件学院）（沙河校区）,635,640,651,2022,理科,本科一批,5777,515,计算机类
电子科技大学,软件工程（工业软件）（沙河校区）,633,637,645,2022,理科,本科一批,6263,515,计算机类
电子科技大学,"临床医学（清水河校区,专业备注：对体检有要求,详见普通高等学校招生体检工作指导意见）",633,636,642,2022,理科,本科一批,6263,515,临床医学类
电子科技大学,电子信息类（中外合作办学）（电子信息）（包含专业：电子信息工程）（清水河校区）,622,628,643,2022,理科,本科一批,9386,515,电子信息类
电子科技大学,电子信息类（中外合作办学）（通信、微电子）（包含专业：通信工程、微电子科学与工程）（清水河校区）,618,622,642,2022,理科,本科一批,10811,515,电子信息类
电子科技大学,"电子信息类（中外合作办学）（海南陵水国际教育创新区）（包含专业：通信工程、电子信息工程）（海南校区,专业备注：培养地点：海南陵水黎安国际教育创新试验区）",609,613,621,2022,理科,本科一批,14290,515,电子信息类
电子科技大学,计算机科学与技术（国家珠峰计划拔尖人才实验班专业备注：本硕贯通培养专业备注：本硕贯通培养）,680,683,687,2023,理科,本科一批,626,520,计算机类
电子科技大学,电子信息类（成电英才计划拔尖创新人才实验班包含专业：通信工程、电子信息工程、电子科学与技术、微电子科学与工程、机械设计制造及其自动化、光电信息科学与工程、自动化、计算机科学与技术、人工智能、航空航天工程、数据科学与大数据技术、电子信息科学与技术专业备注：本硕贯通培养，包含学校全部理工类专业专业备注：本硕贯通培养，包含学校全部理工类专业）,676,678,683,2023,理科,本科一批,866,520,电子信息类
电子科技大学,计算机科学与技术（智能金融与区块链金融双A联合学位实验班专业备注：本硕贯通培养，该专业为学校与西南财经大学“计算机科学与技术+金融学”联合学士学位项目，毕业时达到相关要求后授予工学学士学位和“工学-经济学”联合学士学位专业备注：本硕贯通培养，该专业为学校与西南财经大学“计算机科学与技术+金融学”联合学士学位项目，毕业时达到相关要求后授予工学学士学位和“工学-经济学”联合学士学位）,670,672,676,2023,理科,本科一批,1389,520,计算机类
电子科技大学,计算机科学与技术（互联网交叉复合型精英人才双学位培养计划）,668,671,674,2023,理科,本科一批,1610,520,计算机类
电子科技大学,数据科学与大数据技术（互联网交叉复合型精英人才双学位培养计划）,667,667,668,2023,理科,本科一批,1729,520,计算机类
电子科技大学,计算机类（包含专业：计算机科学与技术、人工智能、数据科学与大数据技术、网络空间安全）,667,669,674,2023,理科,本科一批,1729,520,计算机类
电子科技大学,电子信息类（信息与通信包含专业：通信工程、电子信息工程、网络工程、物联网工程、信息对抗技术）,665,666,671,2023,理科,本科一批,1978,520,电子信息类
电子科技大学,物联网工程（互联网交叉复合型精英人才双学位培养计划）,664,666,667,2023,理科,本科一批,2105,520,计算机类
电子科技大学,工科试验班（电子工程类包含专业：电子科学与技术、电磁场与无线技术）,663,665,672,2023,理科,本科一批,2235,520,--
电子科技大学,电子信息类（电子信息与物理科学复合培养包含专业：电子信息科学与技术、应用物理学）,662,662,662,2023,理科,本科一批,2381,520,电子信息类
电子科技大学,电子信息类（光电集成与光网络包含专业：光电信息科学与工程、信息工程）,662,663,666,2023,理科,本科一批,2381,520,电子信息类
电子科技大学,微电子科学与工程,662,663,668,2023,理科,本科一批,2381,520,电子信息类
电子科技大学,工科试验班（机器人、电气信息、智能制造包含专业：机器人工程、电气工程及其自动化、机械设计制造及其自动化、智能电网信息工程、工业工程）,661,663,666,2023,理科,本科一批,2499,520,--
电子科技大学,航空航天工程（智能无人机拔尖人才实验班）,660,661,662,2023,理科,本科一批,2649,520,航空航天类
电子科技大学,智能电网信息工程（互联网交叉复合型精英人才双学位培养计划）,660,661,662,2023,理科,本科一批,2649,520,电气类
电子科技大学,数学类（大数据与智能计算、数学及应用、计算科学包含专业：数据科学与大数据技术、数学与应用数学、信息与计算科学）,659,661,663,2023,理科,本科一批,2810,520,数学类
电子科技大学,航空航天类（飞行器控制信息、无人机应用包含专业：无人驾驶航空器系统工程、飞行器控制与信息工程）,659,660,661,2023,理科,本科一批,2810,520,航空航天类
电子科技大学,信息管理与信息系统,658,659,659,2023,理科,本科一批,2983,520,管理科学与工程类
电子科技大学,新能源材料与器件（互联网交叉复合型精英人才双学位培养计划）,657,658,661,2023,理科,本科一批,3162,520,材料类
电子科技大学,集成电路设计与集成系统（沙河校区，国家示范性微电子学院清水河校区清水河校区）,656,658,667,2023,理科,本科一批,3351,520,电子信息类
电子科技大学,生物医学工程类（医工交叉、信息生物与基因工程包含专业：生物医学工程、生物技术）,656,657,657,2023,理科,本科一批,3351,520,生物医学工程类
电子科技大学,工科试验班（电子信息与地球科学复合培养包含专业：遥感科学与技术、地球信息科学与技术）,656,658,660,2023,理科,本科一批,3351,520,--
电子科技大学,工科试验班（新材料、新能源与电子化学包含专业：材料科学与工程、新能源材料与器件、应用化学）,656,657,657,2023,理科,本科一批,3351,520,--
电子科技大学,金融学（互联网交叉复合型精英人才双学位培养计划）,656,659,662,2023,理科,本科一批,3351,520,金融学类
电子科技大学,工科试验班（智能仪器、智能控制包含专业：自动化、测控技术与仪器）,656,658,661,2023,理科,本科一批,3351,520,--
电子科技大学,软件工程（沙河校区，互联网交叉培养实验班沙河校区沙河校区）,655,657,662,2023,理科,本科一批,3522,520,计算机类
电子科技大学,经济管理试验班（管理与电子工程双学位培养包含专业：电子信息工程、金融学、工商管理、电子商务）,655,656,660,2023,理科,本科一批,3522,520,--
电子科技大学,软件工程（沙河校区，工业软件沙河校区沙河校区）,648,649,655,2023,理科,本科一批,4894,520,计算机类
电子科技大学,软件工程（沙河校区，国家示范性软件学院沙河校区沙河校区）,648,651,657,2023,理科,本科一批,4894,520,计算机类
电子科技大学,"临床医学（沙河校区医学类，沙河校区,专业备注：对体检有要求，详见普通高等学校招生体检工作指导意见沙河校区,专业备注：对体检有要求，详见普通高等学校招生体检工作指导意见）",642,646,652,2023,理科,本科一批,6345,520,临床医学类
电子科技大学,电子信息类（中外合作，中外合作办学电子信息包含专业：电子信息工程）,631,637,654,2023,理科,本科一批,9518,520,电子信息类
电子科技大学,电子信息类（中外合作，中外合作办学通信、微电子包含专业：通信工程、微电子科学与工程）,626,631,648,2023,理科,本科一批,11181,520,电子信息类
电子科技大学,电子信息类（海南校区，中外合作办学海南陵水国际教育创新区包含专业：通信工程、电子信息工程海南校区海南校区）,616,620,627,2023,理科,本科一批,14955,520,电子信息类
电子科技大学,计算机科学与技术（国家“珠峰计划”拔尖人才实验班）,681,-,-,2024,理科,本科一批,560,539,计算机类
电子科技大学,电子信息类（“成电英才计划”拔尖创新人才实验班）,678,-,-,2024,理科,本科一批,741,539,电子信息类
电子科技大学,计算机科学与技术（“互联网+”复合型精英人才双学位培养计划）,673,-,-,2024,理科,本科一批,1134,539,计算机类
电子科技大学,计算机科学与技术（智能金融与区块链金融“双A”联合学位实验班）,673,-,-,2024,理科,本科一批,1134,539,计算机类
电子科技大学,数据科学与大数据技术（“互联网+”复合型精英人才双学位培养计划）,669,-,-,2024,理科,本科一批,1563,539,计算机类
电子科技大学,计算机类,669,-,-,2024,理科,本科一批,1563,539,计算机类
电子科技大学,物联网工程（“互联网+”复合型精英人才双学位培养计划）,667,-,-,2024,理科,本科一批,1786,539,计算机类
电子科技大学,电子信息类（信息与通信）,667,-,-,2024,理科,本科一批,1786,539,电子信息类
电子科技大学,电子信息类（电子信息与物理科学复合培养）,665,-,-,2024,理科,本科一批,2046,539,电子信息类
电子科技大学,微电子科学与工程,665,-,-,2024,理科,本科一批,2046,539,电子信息类
电子科技大学,工科试验班（电子工程类）,665,-,-,2024,理科,本科一批,2046,539,--
电子科技大学,电子信息类（光电集成与光网络）,664,-,-,2024,理科,本科一批,2168,539,电子信息类
电子科技大学,工科试验班（机器人、电气信息、智能制造）,664,-,-,2024,理科,本科一批,2168,539,--
电子科技大学,金融学（“互联网+”复合型精英人才双学位培养计划）,663,-,-,2024,理科,本科一批,2298,539,金融学类
电子科技大学,智能电网信息工程（“互联网+”复合型精英人才双学位培养计划）,663,-,-,2024,理科,本科一批,2298,539,电气类
电子科技大学,集成电路设计与集成系统（国家示范性微电子学院）,663,-,-,2024,理科,本科一批,2298,539,电子信息类
电子科技大学,航空航天类（飞行器控制信息、无人机应用）,663,-,-,2024,理科,本科一批,2298,539,航空航天类
电子科技大学,航空航天工程（智能无人机拔尖人才实验班）,663,-,-,2024,理科,本科一批,2298,539,航空航天类
电子科技大学,电子信息类（智能仪器、智能控制）,663,-,-,2024,理科,本科一批,2298,539,电子信息类
电子科技大学,数学类（大数据与智能计算、数学及应用、计算科学）,663,-,-,2024,理科,本科一批,2298,539,数学类
电子科技大学,工科试验班（电子信息与地球科学复合培养）,663,-,-,2024,理科,本科一批,2298,539,--
电子科技大学,工科试验班（新材料、新能源与电子化学）,663,-,-,2024,理科,本科一批,2298,539,--
电子科技大学,新能源材料与器件（“互联网+”复合型精英人才双学位培养计划）,662,-,-,2024,理科,本科一批,2456,539,材料类
电子科技大学,经济管理试验班（管理与电子工程双学位培养）,662,-,-,2024,理科,本科一批,2456,539,--
电子科技大学,生物医学工程类（医工交叉、信息生物与基因工程）,662,-,-,2024,理科,本科一批,2456,539,生物医学工程类
电子科技大学,信息管理与信息系统,662,-,-,2024,理科,本科一批,2456,539,管理科学与工程类
电子科技大学,软件工程（“互联网+”培养实验班）,658,-,-,2024,理科,本科一批,3130,539,计算机类
电子科技大学,软件工程（国家示范性软件学院）,651,-,-,2024,理科,本科一批,4528,539,计算机类
电子科技大学,软件工程（工业软件）,650,-,-,2024,理科,本科一批,4759,539,计算机类
电子科技大学,临床医学,641,-,-,2024,理科,本科一批,7109,539,临床医学类
电子科技大学,电子信息类（中外合作办学）（电子信息）,637,-,-,2024,理科,本科一批,8317,539,电子信息类
电子科技大学,电子信息类（中外合作办学）（通信、微电子）,633,-,-,2024,理科,本科一批,9672,539,电子信息类
电子科技大学,电子信息类（中外合作办学）（海南陵水国际教育创新区）,624,-,-,2024,理科,本科一批,13245,539,电子信息类
成都中医药大学,中医学（“5+3”一体化）学制8年,610,617,639,2020,理科,本科一批,20631,529,中医学类
成都中医药大学,中西医临床医学学制5年,593,600,617,2020,理科,本科一批,30497,529,中西医结合类
成都中医药大学,临床医学学制5年,585,592,615,2020,理科,本科一批,35459,529,临床医学类
成都中医药大学,中医学学制5年,583,592,610,2020,理科,本科一批,36862,529,中医学类
